classification_id,user_name,user_id,user_ip,workflow_id,workflow_name,workflow_version,created_at,gold_standard,expert,metadata,annotations,subject_data,subject_ids
165247603,Valeria004,1873889,3b959016c5b5e419b93f,11102,Yungas_revision,1.1,2019-05-13 16:41:42 UTC,,,"{""source"":""api"",""session"":""ae3eec227d1a9487e09f41fc620dcb1efd5c464fb979899656e82bb8ab33305d"",""viewport"":{""width"":1920,""height"":952},""started_at"":""2019-05-13T16:41:01.882Z"",""user_agent"":""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.108 Safari/537.36"",""utc_offset"":""10800"",""finished_at"":""2019-05-13T16:41:41.588Z"",""live_project"":true,""interventions"":{""opt_in"":true,""message"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":1212,""clientHeight"":857,""naturalWidth"":1403,""naturalHeight"":992},{""clientWidth"":724,""clientHeight"":512,""naturalWidth"":724,""naturalHeight"":512},null],""subject_selection_state"":{""retired"":false,""selected_at"":""2019-05-13T16:41:01.623Z"",""already_seen"":false,""selection_state"":""internal_fallback"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""21256""}","[{""task"":""T0"",""task_label"":""Clasificar el segmento"",""value"":""TF perdida 2006-2013""}]","{""33256557"":{""retired"":{""id"":43726276,""workflow_id"":11102,""classifications_count"":1,""created_at"":""2019-05-13T15:42:37.508Z"",""updated_at"":""2019-05-13T16:41:42.510Z"",""retired_at"":""2019-05-13T16:41:42.480Z"",""subject_id"":33256557,""retirement_reason"":""classification_count""},"""":""30"",""X"":""yungas_162222_HD.png"",""Y"":""yungas_162222.png"",""Z"":""yungas_162222LR.png"",""id"":""162222""}}",33256557
165247669,Valeria004,1873889,3b959016c5b5e419b93f,11102,Yungas_revision,1.1,2019-05-13 16:41:58 UTC,,,"{""source"":""api"",""session"":""ae3eec227d1a9487e09f41fc620dcb1efd5c464fb979899656e82bb8ab33305d"",""viewport"":{""width"":1920,""height"":952},""started_at"":""2019-05-13T16:41:41.601Z"",""user_agent"":""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.108 Safari/537.36"",""utc_offset"":""10800"",""finished_at"":""2019-05-13T16:41:58.018Z"",""live_project"":true,""interventions"":{""opt_in"":true,""message"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":1212,""clientHeight"":857,""naturalWidth"":1403,""naturalHeight"":992},{""clientWidth"":724,""clientHeight"":512,""naturalWidth"":724,""naturalHeight"":512},null],""subject_selection_state"":{""retired"":false,""selected_at"":""2019-05-13T16:41:01.623Z"",""already_seen"":false,""selection_state"":""internal_fallback"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""21256""}","[{""task"":""T0"",""task_label"":""Clasificar el segmento"",""value"":""OTF estable""}]","{""33256800"":{""retired"":{""id"":43726446,""workflow_id"":11102,""classifications_count"":1,""created_at"":""2019-05-13T15:44:49.926Z"",""updated_at"":""2019-05-13T16:41:58.766Z"",""retired_at"":""2019-05-13T16:41:58.757Z"",""subject_id"":33256800,""retirement_reason"":""classification_count""},"""":""80"",""X"":""yungas_376463_HD.png"",""Y"":""yungas_376463.png"",""Z"":""yungas_376463LR.png"",""id"":""376463""}}",33256800
165247917,Valeria004,1873889,3b959016c5b5e419b93f,11102,Yungas_revision,1.1,2019-05-13 16:42:51 UTC,,,"{""source"":""api"",""session"":""ae3eec227d1a9487e09f41fc620dcb1efd5c464fb979899656e82bb8ab33305d"",""viewport"":{""width"":1920,""height"":952},""started_at"":""2019-05-13T16:41:58.028Z"",""user_agent"":""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.108 Safari/537.36"",""utc_offset"":""10800"",""finished_at"":""2019-05-13T16:42:50.354Z"",""live_project"":true,""interventions"":{""opt_in"":true,""message"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":1212,""clientHeight"":857,""naturalWidth"":1403,""naturalHeight"":992},{""clientWidth"":724,""clientHeight"":512,""naturalWidth"":724,""naturalHeight"":512},null],""subject_selection_state"":{""retired"":false,""selected_at"":""2019-05-13T16:41:01.623Z"",""already_seen"":false,""selection_state"":""internal_fallback"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""21256""}","[{""task"":""T0"",""task_label"":""Clasificar el segmento"",""value"":""OT estable""}]","{""33256777"":{""retired"":{""id"":43726584,""workflow_id"":11102,""classifications_count"":1,""created_at"":""2019-05-13T15:46:36.944Z"",""updated_at"":""2019-05-13T16:42:55.212Z"",""retired_at"":""2019-05-13T16:42:55.186Z"",""subject_id"":33256777,""retirement_reason"":""classification_count""},"""":""76"",""X"":""yungas_25856883_HD.png"",""Y"":""yungas_25856883.png"",""Z"":""yungas_25856883LR.png"",""id"":""25856883""}}",33256777
165248070,Valeria004,1873889,3b959016c5b5e419b93f,11102,Yungas_revision,1.1,2019-05-13 16:43:22 UTC,,,"{""source"":""api"",""session"":""ae3eec227d1a9487e09f41fc620dcb1efd5c464fb979899656e82bb8ab33305d"",""viewport"":{""width"":1920,""height"":952},""started_at"":""2019-05-13T16:42:50.362Z"",""user_agent"":""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.108 Safari/537.36"",""utc_offset"":""10800"",""finished_at"":""2019-05-13T16:43:21.805Z"",""live_project"":true,""interventions"":{""opt_in"":true,""message"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":1212,""clientHeight"":857,""naturalWidth"":1403,""naturalHeight"":992},{""clientWidth"":724,""clientHeight"":512,""naturalWidth"":724,""naturalHeight"":512},null],""subject_selection_state"":{""retired"":false,""selected_at"":""2019-05-13T16:41:01.623Z"",""already_seen"":false,""selection_state"":""internal_fallback"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""21256""}","[{""task"":""T0"",""task_label"":""Clasificar el segmento"",""value"":""OT estable""}]","{""33256589"":{""retired"":{""id"":43726405,""workflow_id"":11102,""classifications_count"":1,""created_at"":""2019-05-13T15:44:23.521Z"",""updated_at"":""2019-05-13T16:43:22.454Z"",""retired_at"":""2019-05-13T16:43:22.444Z"",""subject_id"":33256589,""retirement_reason"":""classification_count""},"""":""37"",""X"":""yungas_177375_HD.png"",""Y"":""yungas_177375.png"",""Z"":""yungas_177375LR.png"",""id"":""177375""}}",33256589
165248133,Valeria004,1873889,3b959016c5b5e419b93f,11102,Yungas_revision,1.1,2019-05-13 16:43:42 UTC,,,"{""source"":""api"",""session"":""ae3eec227d1a9487e09f41fc620dcb1efd5c464fb979899656e82bb8ab33305d"",""viewport"":{""width"":1920,""height"":952},""started_at"":""2019-05-13T16:43:21.820Z"",""user_agent"":""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.108 Safari/537.36"",""utc_offset"":""10800"",""finished_at"":""2019-05-13T16:43:41.965Z"",""live_project"":true,""interventions"":{""opt_in"":true,""message"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":1212,""clientHeight"":857,""naturalWidth"":1403,""naturalHeight"":992},{""clientWidth"":724,""clientHeight"":512,""naturalWidth"":724,""naturalHeight"":512},null],""subject_selection_state"":{""retired"":false,""selected_at"":""2019-05-13T16:41:01.623Z"",""already_seen"":false,""selection_state"":""internal_fallback"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""21256""}","[{""task"":""T0"",""task_label"":""Clasificar el segmento"",""value"":""OT estable""}]","{""33256726"":{""retired"":{""id"":43726577,""workflow_id"":11102,""classifications_count"":1,""created_at"":""2019-05-13T15:46:36.778Z"",""updated_at"":""2019-05-13T16:43:42.711Z"",""retired_at"":""2019-05-13T16:43:42.697Z"",""subject_id"":33256726,""retirement_reason"":""classification_count""},"""":""66"",""X"":""yungas_23596242_HD.png"",""Y"":""yungas_23596242.png"",""Z"":""yungas_23596242LR.png"",""id"":""23596242""}}",33256726
165248201,Valeria004,1873889,3b959016c5b5e419b93f,11102,Yungas_revision,1.1,2019-05-13 16:44:01 UTC,,,"{""source"":""api"",""session"":""ae3eec227d1a9487e09f41fc620dcb1efd5c464fb979899656e82bb8ab33305d"",""viewport"":{""width"":1920,""height"":952},""started_at"":""2019-05-13T16:43:41.974Z"",""user_agent"":""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.108 Safari/537.36"",""utc_offset"":""10800"",""finished_at"":""2019-05-13T16:44:00.590Z"",""live_project"":true,""interventions"":{""opt_in"":true,""message"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":1212,""clientHeight"":857,""naturalWidth"":1403,""naturalHeight"":992},{""clientWidth"":724,""clientHeight"":512,""naturalWidth"":724,""naturalHeight"":512},null],""subject_selection_state"":{""retired"":false,""selected_at"":""2019-05-13T16:41:01.623Z"",""already_seen"":false,""selection_state"":""internal_fallback"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""21256""}","[{""task"":""T0"",""task_label"":""Clasificar el segmento"",""value"":""TF perdida 1998-2006""}]","{""33256420"":{""retired"":{""id"":43726356,""workflow_id"":11102,""classifications_count"":1,""created_at"":""2019-05-13T15:43:49.314Z"",""updated_at"":""2019-05-13T16:44:01.546Z"",""retired_at"":""2019-05-13T16:44:01.536Z"",""subject_id"":33256420,""retirement_reason"":""classification_count""},"""":""4"",""X"":""yungas_115927_HD.png"",""Y"":""yungas_115927.png"",""Z"":""yungas_115927LR.png"",""id"":""115927""}}",33256420
165248232,Valeria004,1873889,3b959016c5b5e419b93f,11102,Yungas_revision,1.1,2019-05-13 16:44:10 UTC,,,"{""source"":""api"",""session"":""ae3eec227d1a9487e09f41fc620dcb1efd5c464fb979899656e82bb8ab33305d"",""viewport"":{""width"":1920,""height"":952},""started_at"":""2019-05-13T16:44:00.599Z"",""user_agent"":""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.108 Safari/537.36"",""utc_offset"":""10800"",""finished_at"":""2019-05-13T16:44:10.082Z"",""live_project"":true,""interventions"":{""opt_in"":true,""message"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":1212,""clientHeight"":857,""naturalWidth"":1403,""naturalHeight"":992},null,null],""subject_selection_state"":{""retired"":false,""selected_at"":""2019-05-13T16:41:01.623Z"",""already_seen"":false,""selection_state"":""internal_fallback"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""21256""}","[{""task"":""T0"",""task_label"":""Clasificar el segmento"",""value"":""TF perdida 2006-2013""}]","{""33256562"":{""retired"":{""id"":43726239,""workflow_id"":11102,""classifications_count"":1,""created_at"":""2019-05-13T15:41:52.193Z"",""updated_at"":""2019-05-13T16:44:15.222Z"",""retired_at"":""2019-05-13T16:44:15.211Z"",""subject_id"":33256562,""retirement_reason"":""classification_count""},"""":""31"",""X"":""yungas_16313970_HD.png"",""Y"":""yungas_16313970.png"",""Z"":""yungas_16313970LR.png"",""id"":""16313970""}}",33256562
165248329,Valeria004,1873889,3b959016c5b5e419b93f,11102,Yungas_revision,1.1,2019-05-13 16:44:31 UTC,,,"{""source"":""api"",""session"":""ae3eec227d1a9487e09f41fc620dcb1efd5c464fb979899656e82bb8ab33305d"",""viewport"":{""width"":1920,""height"":952},""started_at"":""2019-05-13T16:44:10.090Z"",""user_agent"":""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.108 Safari/537.36"",""utc_offset"":""10800"",""finished_at"":""2019-05-13T16:44:30.940Z"",""live_project"":true,""interventions"":{""opt_in"":true,""message"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":1212,""clientHeight"":857,""naturalWidth"":1403,""naturalHeight"":992},{""clientWidth"":724,""clientHeight"":512,""naturalWidth"":724,""naturalHeight"":512},null],""subject_selection_state"":{""retired"":false,""selected_at"":""2019-05-13T16:41:01.623Z"",""already_seen"":false,""selection_state"":""internal_fallback"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""21256""}","[{""task"":""T0"",""task_label"":""Clasificar el segmento"",""value"":""TF perdida 2006-2013""}]","{""33256879"":{""retired"":{""id"":43726526,""workflow_id"":11102,""classifications_count"":1,""created_at"":""2019-05-13T15:45:53.594Z"",""updated_at"":""2019-05-13T16:44:36.389Z"",""retired_at"":""2019-05-13T16:44:36.279Z"",""subject_id"":33256879,""retirement_reason"":""classification_count""},"""":""91"",""X"":""yungas_561686_HD.png"",""Y"":""yungas_561686.png"",""Z"":""yungas_561686LR.png"",""id"":""561686""}}",33256879
165248448,Valeria004,1873889,3b959016c5b5e419b93f,11102,Yungas_revision,1.1,2019-05-13 16:44:57 UTC,,,"{""source"":""api"",""session"":""ae3eec227d1a9487e09f41fc620dcb1efd5c464fb979899656e82bb8ab33305d"",""viewport"":{""width"":1920,""height"":952},""started_at"":""2019-05-13T16:44:30.951Z"",""user_agent"":""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.108 Safari/537.36"",""utc_offset"":""10800"",""finished_at"":""2019-05-13T16:44:56.875Z"",""live_project"":true,""interventions"":{""opt_in"":true,""message"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":1212,""clientHeight"":857,""naturalWidth"":1403,""naturalHeight"":992},{""clientWidth"":724,""clientHeight"":512,""naturalWidth"":724,""naturalHeight"":512},null],""subject_selection_state"":{""retired"":false,""selected_at"":""2019-05-13T16:41:01.623Z"",""already_seen"":false,""selection_state"":""internal_fallback"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""21256""}","[{""task"":""T0"",""task_label"":""Clasificar el segmento"",""value"":""OTF estable""}]","{""33256783"":{""retired"":{""id"":43726145,""workflow_id"":11102,""classifications_count"":1,""created_at"":""2019-05-13T15:40:31.122Z"",""updated_at"":""2019-05-13T16:44:57.454Z"",""retired_at"":""2019-05-13T16:44:57.446Z"",""subject_id"":33256783,""retirement_reason"":""classification_count""},"""":""77"",""X"":""yungas_3230_HD.png"",""Y"":""yungas_3230.png"",""Z"":""yungas_3230LR.png"",""id"":""3230""}}",33256783
165248497,Valeria004,1873889,3b959016c5b5e419b93f,11102,Yungas_revision,1.1,2019-05-13 16:45:09 UTC,,,"{""source"":""api"",""session"":""ae3eec227d1a9487e09f41fc620dcb1efd5c464fb979899656e82bb8ab33305d"",""viewport"":{""width"":1920,""height"":952},""started_at"":""2019-05-13T16:44:57.706Z"",""user_agent"":""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.108 Safari/537.36"",""utc_offset"":""10800"",""finished_at"":""2019-05-13T16:45:08.663Z"",""live_project"":true,""interventions"":{""opt_in"":true,""message"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":1212,""clientHeight"":857,""naturalWidth"":1403,""naturalHeight"":992},{""clientWidth"":724,""clientHeight"":512,""naturalWidth"":724,""naturalHeight"":512},null],""subject_selection_state"":{""retired"":false,""selected_at"":""2019-05-13T16:41:01.623Z"",""already_seen"":false,""selection_state"":""internal_fallback"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""21256""}","[{""task"":""T0"",""task_label"":""Clasificar el segmento"",""value"":""OTF estable""}]","{""33256858"":{""retired"":{""id"":43726486,""workflow_id"":11102,""classifications_count"":1,""created_at"":""2019-05-13T15:45:21.894Z"",""updated_at"":""2019-05-13T16:45:09.311Z"",""retired_at"":""2019-05-13T16:45:09.277Z"",""subject_id"":33256858,""retirement_reason"":""classification_count""},"""":""87"",""X"":""yungas_48203_HD.png"",""Y"":""yungas_48203.png"",""Z"":""yungas_48203LR.png"",""id"":""48203""}}",33256858
